Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
SODA ITALIANA,DRINKS NAO ALCOOLICOS,01/10/2022,21,"12,00","252,00",DRINKS NAO ALCOOLICOS,"1,62"
AGUA MINERAL,BEBIDAS,12/05/2021,2,"5,00","10,00",BEBIDAS,"0,85"
GRANDE AMERICANO,CAFE CLASSICOS,30/04/2023,1,"9,00","9,00",CAFE,"1,63"
GINGER COLD BREW,CAFE AUTORAIS,10/08/2022,1,"12,00","12,00",CAFE FRIO,"2,77"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,20/04/2022,15,"9,00","135,00",CERVEJAS,"3,19"
MILK TEA TRADICIONAL,CAFE CLASSICOS,29/01/2023,1,"15,00","15,00",CHA,"2,76"
DOSE DE CACHACA,DRINKS ALCOOLICOS,03/04/2022,2,"5,00","10,00",DRINKS ALCOOLICOS,"2,65"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,25/01/2022,5,"9,00","45,00",DRINKS NAO ALCOOLICOS,"1,02"
CHOPP,BEBIDAS CERVEJAS,06/09/2022,4,"15,00","60,00",CERVEJAS,"4,93"
FRAPPE CARAMELO,CAFE CLASSICOS,07/05/2023,4,"18,00","72,00",FRAPPE,"2,96"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,29/01/2023,6,"8,00","48,00",CHA,"1,92"
ICED TWIX,CAFE CLASSICOS,17/11/2022,1,"18,00","18,00",CAFE FRIO,"3,92"
CHA MATE COM LIMAO GELADO,BEBIDAS,16/05/2021,3,"7,00","21,00",CHA,"0,18"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,24/04/2021,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,23/10/2022,3,"7,00","21,00",REFRIGERANTES,"2,99"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,22/11/2022,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"1,62"
CHA MATE COM PESSEGO GELADO,BEBIDAS,15/09/2021,2,"8,00","16,00",CHA,"1,88"
HONG KONG,CAFE AUTORAIS,23/08/2022,1,"12,00","12,00",CAFE FRIO,"2,07"
ESPRESSO,CAFE CLASSICOS,06/10/2022,7,"5,00","35,00",CAFE,"0,81"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,14/12/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,09/11/2021,4,"18,00","72,00",DRINKS ALCOOLICOS,"5,61"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,01/06/2022,4,"9,00","36,00",CERVEJAS,"3,19"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,01/10/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,53"
FADA INSENSATA,DRINKS ALCOOLICOS,19/04/2023,1,"32,00","32,00",DRINKS ALCOOLICOS,"7,07"
COLD BREW,CAFE CLASSICOS,09/01/2021,1,"9,00","9,00",CAFE FRIO,"1,84"
SUCO DE LIMAO,BEBIDAS,25/06/2021,3,"9,00","27,00",BEBIDAS,"0,15"
IRISH COFFEE,DRINKS ALCOOLICOS,29/04/2023,2,"31,00","62,00",DRINKS ALCOOLICOS,"10,11"
SHOT DE VODKA,DRINKS ALCOOLICOS,03/12/2022,1,"6,00","6,00",DRINKS ALCOOLICOS,"2,76"
BUTTERBEER,DRINKS NAO ALCOOLICOS,02/12/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
ZOMBIE,DRINKS ALCOOLICOS,26/02/2022,2,"26,00","52,00",DRINKS ALCOOLICOS,"3,85"
BIRU BLONDINE,BEBIDAS CERVEJAS,11/07/2021,2,"18,00","36,00",CERVEJAS,"8,51"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,15/11/2022,6,"7,00","42,00",REFRIGERANTES,"3,19"
BUTTERBEER,DRINKS NAO ALCOOLICOS,25/05/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"1,62"
ICED MATCHA LATTE,CAFE AUTORAIS,08/10/2022,1,"12,00","12,00",CAFE FRIO,"1,59"
COCA COLA LATA DIET 350ML,BEBIDAS,08/08/2021,2,"7,00","14,00",REFRIGERANTES,"3,19"
CHOPP,BEBIDAS CERVEJAS,16/01/2022,4,"18,00","72,00",CERVEJAS,"4,93"
SAQUE FRESH,DRINKS ALCOOLICOS,03/12/2021,3,"20,00","60,00",DRINKS ALCOOLICOS,"3,44"
CHA MATE COM LIMAO GELADO,BEBIDAS,12/04/2022,4,"8,00","32,00",CHA,"0,18"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,20/01/2021,6,"7,00","42,00",REFRIGERANTES,"3,19"
BATIDO VAI FICAR TUDO BEM,DRINKS ALCOOLICOS,13/11/2021,3,"25,00","75,00",DRINKS ALCOOLICOS,"7,61"
MELON FRESH,DRINKS NAO ALCOOLICOS,10/06/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
CERVEJA EISENBAHN PALE ALE,BEBIDAS CERVEJAS,13/04/2023,1,"15,00","15,00",CERVEJAS,"5,69"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,16/03/2022,6,"7,00","42,00",REFRIGERANTES,"2,99"
ESSENCIA DE AVELA,BEBIDAS,10/02/2023,1,"1,00","1,00",EXTRA,"0,41"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,29/05/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"0,53"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,10/08/2021,3,"8,00","24,00",CHA,"1,92"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,16/01/2021,16,"7,00","112,00",REFRIGERANTES,"3,19"
NEGRONI,DRINKS ALCOOLICOS,20/02/2021,1,"23,00","23,00",DRINKS ALCOOLICOS,"8,57"
COLD BREW,CAFE CLASSICOS,04/12/2021,2,"9,00","18,00",CAFE FRIO,"1,84"
IRISH COFFEE,DRINKS ALCOOLICOS,14/03/2023,1,"31,00","31,00",DRINKS ALCOOLICOS,"10,11"
ICED MATCHA LATTE,CAFE AUTORAIS,12/12/2022,1,"12,00","12,00",CAFE FRIO,"1,59"
CHAI LATTE,CAFE CLASSICOS,10/07/2022,2,"12,00","24,00",BEBIDAS QUENTES,"0,98"
APPLE MARTINI,DRINKS ALCOOLICOS,02/11/2022,1,"30,00","30,00",DRINKS ALCOOLICOS,"2,91"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,13/10/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,26/08/2022,1,"15,00","15,00",BEBIDAS QUENTES,"3,53"
GRANDE LATTE,CAFE CLASSICOS,22/03/2023,1,"13,00","13,00",BEBIDAS QUENTES,"3,11"
GREENY SMITH,CAFE AUTORAIS,15/12/2021,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"2,25"
FRAPPE OREO PANDA,CAFE AUTORAIS,10/05/2022,1,"17,00","17,00",FRAPPE,"5,44"
GIN TONICA,DRINKS ALCOOLICOS,19/10/2022,1,"32,00","32,00",DRINKS ALCOOLICOS,"7,59"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,03/04/2022,1,"9,00","9,00",BEBIDAS QUENTES,"1,76"
GREENY SMITH,CAFE AUTORAIS,25/01/2022,2,"12,00","24,00",DRINKS NAO ALCOOLICOS,"2,25"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,24/08/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
CHOPP,BEBIDAS CERVEJAS,17/06/2022,8,"15,00","120,00",CERVEJAS,"4,93"
ICED TWIX,CAFE CLASSICOS,05/06/2022,2,"15,00","30,00",CAFE FRIO,"3,92"
FADA INSENSATA,DRINKS ALCOOLICOS,19/02/2021,1,"22,00","22,00",DRINKS ALCOOLICOS,"7,07"
CHA MATE COM LIMAO GELADO,BEBIDAS,07/01/2023,6,"9,00","54,00",CHA,"0,18"
AGUA MINERAL,BEBIDAS,26/06/2022,32,"5,00","160,00",BEBIDAS,"0,85"
CARAMELO MACCHIATO,CAFE AUTORAIS,11/12/2022,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
LAVA LAMP,DRINKS NAO ALCOOLICOS,21/02/2023,17,"12,00","204,00",DRINKS NAO ALCOOLICOS,"1,51"
SANGUE DE ZUMBI,CAFE AUTORAIS,10/11/2021,1,"20,00","20,00",FRAPPE,"5,49"
ESPRESSO,CAFE CLASSICOS,10/11/2021,2,"5,00","10,00",CAFE,"0,81"
GINGER COLD BREW,CAFE AUTORAIS,30/04/2022,1,"12,00","12,00",CAFE FRIO,"2,77"
GRANDE CAPPUCCINO,CAFE CLASSICOS,28/11/2022,1,"13,00","13,00",CAFE,"1,47"
ESSENCIA DE AVELA,BEBIDAS,26/10/2022,1,"1,00","1,00",EXTRA,"0,41"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,20/02/2021,7,"8,00","56,00",CHA,"1,92"
MUGUICHA,BEBIDAS,16/01/2021,2,"5,00","10,00",CHA,"0,28"
SODA LIMONADA ANTARCTICA  DIET LATA 350ML,BEBIDAS REFRIGERANTES,29/05/2021,1,"7,00","7,00",REFRIGERANTES,"3,2"
JAIPUR,CAFE AUTORAIS,21/08/2021,2,"12,00","24,00",CHA,"0,77"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,08/01/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,15/03/2023,2,"8,00","16,00",REFRIGERANTES,"3,21"
CHA QUENTE SENCHA,BEBIDAS,09/01/2022,1,"5,00","5,00",CHA,"0,13"
FRAPPE BAUNILHA,CAFE CLASSICOS,07/04/2023,1,"18,00","18,00",FRAPPE,"3,67"
FRAPPE MOCHA,CAFE CLASSICOS,12/05/2022,2,"15,00","30,00",FRAPPE,"4,41"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,23/05/2021,6,"7,00","42,00",REFRIGERANTES,"3,19"
ESPRESSO TONICA,CAFE AUTORAIS,07/08/2022,1,"14,00","14,00",CAFE FRIO,"4,41"
MILK TEA TRADICIONAL,CAFE CLASSICOS,17/11/2022,2,"14,00","28,00",CHA,"2,76"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,14/02/2021,5,"7,00","35,00",REFRIGERANTES,"2,99"
SANGUE DE ZUMBI,CAFE AUTORAIS,28/10/2021,1,"20,00","20,00",FRAPPE,"5,49"
FRAPPE OREO PANDA,CAFE AUTORAIS,21/09/2022,1,"18,00","18,00",FRAPPE,"5,44"
ZEN MASTER,DRINKS ALCOOLICOS,28/11/2021,1,"20,00","20,00",DRINKS ALCOOLICOS,"3,28"
AGUA MINERAL,BEBIDAS,02/06/2021,5,"5,00","25,00",BEBIDAS,"0,85"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,18/01/2022,5,"9,00","45,00",DRINKS NAO ALCOOLICOS,"1,02"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,25/09/2022,5,"25,00","125,00",DRINKS ALCOOLICOS,"5,61"
SUCO DE LIMAO,BEBIDAS,04/10/2022,1,"9,00","9,00",BEBIDAS,"0,15"
CHA MATE COM LIMAO GELADO,BEBIDAS,31/10/2021,6,"8,00","48,00",CHA,"0,18"
SPACE CHAI,DRINKS NAO ALCOOLICOS,07/10/2022,1,"15,00","15,00",CHA,"2,78"
HONG KONG,CAFE AUTORAIS,14/04/2023,1,"12,00","12,00",CAFE FRIO,"2,07"
CHOCOLATE GELADO,CAFE CLASSICOS,12/12/2021,1,"10,00","10,00",CAFE FRIO,"3,53"
ICED TEA,BEBIDAS,04/11/2022,2,"8,00","16,00",CHA,"0,92"
GRANDE MATCHA LATTE,CAFE CLASSICOS,06/04/2023,1,"14,00","14,00",BEBIDAS QUENTES,"1,59"
FRAPPE MOCHA,CAFE CLASSICOS,07/08/2022,2,"17,00","34,00",FRAPPE,"4,41"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,20/01/2023,14,"9,00","126,00",CERVEJAS,"3,19"
CAIPIRINHA,DRINKS ALCOOLICOS,28/04/2023,2,"24,00","48,00",DRINKS ALCOOLICOS,"3,22"
CERVEJA PRATINHA BIRUDO 355ML,BEBIDAS CERVEJAS,04/06/2021,3,"18,00","54,00",CERVEJAS,"8,51"
AGUA COM GAS,BEBIDAS,28/11/2021,2,"6,00","12,00",BEBIDAS,"0,97"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,10/04/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,19/04/2022,4,"12,00","48,00",CERVEJAS,"5,36"
COCA COLA LATA DIET 350ML,BEBIDAS,16/01/2021,6,"7,00","42,00",REFRIGERANTES,"3,19"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,17/10/2021,2,"12,00","24,00",CERVEJAS,"5,36"
HONG KONG,CAFE AUTORAIS,15/07/2022,2,"12,00","24,00",CAFE FRIO,"2,07"
BODOGAMI BOWL,DRINKS ALCOOLICOS,27/10/2021,1,"25,00","25,00",DRINKS ALCOOLICOS,"6,24"
CHANTILY EXTRA,CAFE CLASSICOS,20/08/2022,1,"0,0","0,0",EXTRA,"1,38"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,05/12/2022,2,"8,00","16,00",CHA,"1,92"
AGUA MINERAL,BEBIDAS,05/07/2022,3,"5,00","15,00",BEBIDAS,"0,85"
ESPRESSO,CAFE CLASSICOS,30/05/2021,7,"5,00","35,00",CAFE,"0,81"
FRAPPE MOCHA,CAFE CLASSICOS,06/11/2021,1,"15,00","15,00",FRAPPE,"4,41"
FRAPPE SET BELO,CAFE AUTORAIS,23/04/2023,1,"18,00","18,00",FRAPPE,"5,49"
CHA MATE COM PESSEGO GELADO,BEBIDAS,17/02/2021,1,"7,00","7,00",CHA,"1,88"
SUCO DE LIMAO,BEBIDAS,13/05/2023,9,"9,00","81,00",BEBIDAS,"0,15"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,29/03/2022,1,"7,00","7,00",REFRIGERANTES,"2,99"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,06/11/2022,22,"12,00","264,00",DRINKS NAO ALCOOLICOS,"1,62"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,16/04/2022,14,"7,00","98,00",REFRIGERANTES,"2,99"
AGUA COM GAS,BEBIDAS,09/02/2021,1,"6,00","6,00",BEBIDAS,"0,97"
MELON FRESH,DRINKS NAO ALCOOLICOS,05/06/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
CHA MATE NATURAL GELADO,BEBIDAS,27/04/2023,1,"9,00","9,00",CHA,"0,07"
IRISH COFFEE,DRINKS ALCOOLICOS,26/01/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
ESPRESSO EXTRA,CAFE CLASSICOS,07/10/2021,1,"0,0","0,0",EXTRA,"0,81"
CHOPP,BEBIDAS CERVEJAS,27/05/2022,5,"15,00","75,00",CERVEJAS,"4,93"
MELON FRESH,DRINKS NAO ALCOOLICOS,05/02/2022,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"1,62"
JAIPUR,CAFE AUTORAIS,01/12/2022,1,"12,00","12,00",CHA,"0,77"
CHA MATE COM PESSEGO GELADO,BEBIDAS,30/11/2021,2,"8,00","16,00",CHA,"1,88"
FRAPPE PACOQUINHA,CAFE AUTORAIS,29/08/2021,1,"18,00","18,00",FRAPPE,"4,71"
ICED MATCHA LATTE,CAFE AUTORAIS,20/07/2022,1,"12,00","12,00",CAFE FRIO,"1,59"
D10,DRINKS ALCOOLICOS,24/07/2022,1,"29,00","29,00",DRINKS ALCOOLICOS,"4,01"
CAIPIRINHA,DRINKS ALCOOLICOS,14/04/2023,10,"24,00","240,00",DRINKS ALCOOLICOS,"3,22"
GRANDE ICED MOCHA,CAFE CLASSICOS,12/12/2021,1,"15,00","15,00",CAFE FRIO,"3,91"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,30/11/2022,2,"15,00","30,00",BEBIDAS QUENTES,"3,53"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,22/06/2022,4,"12,00","48,00",CERVEJAS,"5,36"
CHA QUENTE GENMAICHA,BEBIDAS,21/07/2021,1,"5,00","5,00",CHA,"0,21"
AMERICANO,CAFE CLASSICOS,19/12/2021,1,"5,00","5,00",CAFE,"0,81"
CHA MATE NATURAL GELADO,BEBIDAS,04/09/2022,6,"7,00","42,00",CHA,"0,07"
BUTTERBEER,DRINKS NAO ALCOOLICOS,03/08/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
BUTTERBEER,DRINKS NAO ALCOOLICOS,14/07/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,27/11/2021,2,"18,00","36,00",CERVEJAS,"8,68"
AGUA COM GAS,BEBIDAS,17/01/2021,3,"6,00","18,00",BEBIDAS,"0,97"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,17/09/2022,6,"12,00","72,00",DRINKS NAO ALCOOLICOS,"1,02"
CARAMELO MACCHIATO,CAFE AUTORAIS,23/02/2022,3,"9,00","27,00",BEBIDAS QUENTES,"2,06"
CHANTILY EXTRA,CAFE CLASSICOS,09/10/2022,1,"0,0","0,0",EXTRA,"1,38"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,26/03/2022,10,"7,00","70,00",REFRIGERANTES,"2,99"
CAIPIRINHA,DRINKS ALCOOLICOS,07/04/2022,4,"18,00","72,00",DRINKS ALCOOLICOS,"3,22"
BODO BLUE,DRINKS NAO ALCOOLICOS,03/12/2021,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"1,62"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,21/04/2022,13,"9,00","117,00",DRINKS NAO ALCOOLICOS,"1,02"
MELON FRESH,DRINKS NAO ALCOOLICOS,06/11/2021,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"1,62"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,09/09/2021,3,"7,00","21,00",REFRIGERANTES,"3,19"
CHA PRETO NATURAL,BEBIDAS,19/02/2023,1,"8,00","8,00",CHA,"0,31"
CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,03/09/2022,1,"12,00","12,00",CERVEJAS,"5,36"
ESPRESSO,CAFE CLASSICOS,14/12/2021,3,"5,00","15,00",CAFE,"0,81"
FADA INSENSATA,DRINKS ALCOOLICOS,10/02/2022,1,"28,00","28,00",DRINKS ALCOOLICOS,"7,07"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,03/07/2021,5,"9,00","45,00",BEBIDAS QUENTES,"1,76"
DOSE DE CACHACA,DRINKS ALCOOLICOS,07/05/2023,3,"5,00","15,00",DRINKS ALCOOLICOS,"2,65"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,01/04/2023,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"0,53"
COCA COLA LATA DIET 350ML,BEBIDAS,13/04/2022,4,"7,00","28,00",REFRIGERANTES,"3,19"
GRANDE AMERICANO,CAFE CLASSICOS,21/10/2022,2,"9,00","18,00",CAFE,"1,63"
SUCO DE LIMAO,BEBIDAS,11/09/2022,4,"9,00","36,00",BEBIDAS,"0,15"
CHA MATE COM PESSEGO GELADO,BEBIDAS,19/12/2021,7,"8,00","56,00",CHA,"1,88"
ICED TEA,BEBIDAS,24/04/2022,10,"8,00","80,00",CHA,"0,92"
CHA QUENTE SENCHA,BEBIDAS,02/06/2022,4,"5,00","20,00",CHA,"0,13"
FRAPPE MOCHA,CAFE CLASSICOS,21/04/2023,2,"18,00","36,00",FRAPPE,"4,41"
GRANDE CAPPUCCINO,CAFE CLASSICOS,09/04/2023,1,"13,00","13,00",CAFE,"1,47"
CHANTILY EXTRA,CAFE CLASSICOS,09/12/2022,3,"0,0","0,0",EXTRA,"1,38"
HONG KONG,CAFE AUTORAIS,15/11/2022,1,"12,00","12,00",CAFE FRIO,"2,07"
ESPRESSO DUPLO,CAFE CLASSICOS,08/04/2023,1,"9,00","9,00",CAFE,"1,62"
SPACE CHAI,DRINKS NAO ALCOOLICOS,17/04/2022,2,"15,00","30,00",CHA,"2,78"
SODA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,15/05/2021,2,"7,00","14,00",REFRIGERANTES,"3,21"
LAVA LAMP,DRINKS NAO ALCOOLICOS,19/06/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"1,51"
AGUA COM GAS,BEBIDAS,17/04/2022,3,"6,00","18,00",BEBIDAS,"0,97"
CERVEJA BUDWEISER,BEBIDAS CERVEJAS,21/08/2021,4,"9,00","36,00",CERVEJAS,"3,89"
BUTTERBEER,DRINKS NAO ALCOOLICOS,19/11/2022,11,"15,00","165,00",DRINKS NAO ALCOOLICOS,"1,62"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,21/02/2023,1,"9,00","9,00",CERVEJAS,"3,19"
CAIPIRINHA,DRINKS ALCOOLICOS,13/11/2022,1,"24,00","24,00",DRINKS ALCOOLICOS,"3,22"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,16/12/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,17/06/2021,1,"9,00","9,00",BEBIDAS QUENTES,"1,76"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,17/11/2022,3,"3,00","9,00",EXTRA,"0,63"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,07/05/2022,12,"9,00","108,00",DRINKS NAO ALCOOLICOS,"1,62"
CHOCOWHISKEY,DRINKS ALCOOLICOS,12/11/2022,1,"39,00","39,00",DRINKS ALCOOLICOS,"7,55"
CARAMELO MACCHIATO,CAFE AUTORAIS,05/03/2022,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
GRANDE MOCHA,CAFE CLASSICOS,20/07/2022,1,"15,00","15,00",BEBIDAS QUENTES,"3,91"
NEGRONI,DRINKS ALCOOLICOS,17/02/2021,1,"23,00","23,00",DRINKS ALCOOLICOS,"8,57"
LONG ISLAND ICED COFFEE,DRINKS ALCOOLICOS,05/06/2021,2,"23,00","46,00",CAFE FRIO,"5,59"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,14/07/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
CARAMELO MACCHIATO,CAFE AUTORAIS,08/03/2022,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,27/02/2022,2,"8,00","16,00",CHA,"1,92"
AGUA MINERAL,BEBIDAS,27/06/2021,8,"5,00","40,00",BEBIDAS,"0,85"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,25/11/2022,9,"12,00","108,00",DRINKS NAO ALCOOLICOS,"1,62"
CAIPIRINHA,DRINKS ALCOOLICOS,28/11/2021,2,"18,00","36,00",DRINKS ALCOOLICOS,"3,22"
GRANDE ICED MOCHA,CAFE CLASSICOS,29/01/2022,1,"15,00","15,00",CAFE FRIO,"3,91"
FRAPPE MOCHA,CAFE CLASSICOS,22/05/2021,4,"15,00","60,00",FRAPPE,"4,41"
CHAI LATTE,CAFE CLASSICOS,23/04/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
ZEN MASTER,DRINKS ALCOOLICOS,01/05/2021,1,"20,00","20,00",DRINKS ALCOOLICOS,"3,28"
APPLE MARTINI,DRINKS ALCOOLICOS,20/05/2022,2,"25,00","50,00",DRINKS ALCOOLICOS,"2,91"
COCA COLA LATA DIET 350ML,BEBIDAS,19/11/2022,6,"7,00","42,00",REFRIGERANTES,"3,19"
LONG ISLAND ICED COFFEE,DRINKS ALCOOLICOS,25/02/2021,1,"23,00","23,00",CAFE FRIO,"5,59"
CAIPIRINHA,DRINKS ALCOOLICOS,25/09/2021,5,"18,00","90,00",DRINKS ALCOOLICOS,"3,22"
AGUA MINERAL,BEBIDAS,02/02/2021,2,"5,00","10,00",BEBIDAS,"0,85"
FADA INSENSATA,DRINKS ALCOOLICOS,09/04/2023,1,"32,00","32,00",DRINKS ALCOOLICOS,"7,07"
LAVA LAMP,DRINKS NAO ALCOOLICOS,10/02/2022,3,"9,00","27,00",DRINKS NAO ALCOOLICOS,"1,51"
CERVEJA HEINEKEN,BEBIDAS CERVEJAS,05/09/2021,16,"9,00","144,00",CERVEJAS,"5,99"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,17/12/2022,2,"35,00","70,00",DRINKS ALCOOLICOS,"3,09"
GRANDE ICED MOCHA,CAFE CLASSICOS,18/11/2021,1,"15,00","15,00",CAFE FRIO,"3,91"
CAPPUCCINO MEDIO,CAFE CLASSICOS,20/01/2021,2,"10,00","20,00",CAFE,"1,55"
FRAPPE VEGAN,CAFE AUTORAIS,12/02/2023,1,"12,00","12,00",FRAPPE,"5,49"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,16/12/2022,4,"12,00","48,00",CERVEJAS,"5,36"
BODO BLUE,DRINKS NAO ALCOOLICOS,19/09/2021,8,"9,00","72,00",DRINKS NAO ALCOOLICOS,"1,62"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,10/08/2022,1,"12,00","12,00",BEBIDAS QUENTES,"3,53"
COCA COLA LATA DIET 350ML,BEBIDAS,04/12/2021,12,"7,00","84,00",REFRIGERANTES,"3,19"
BODO BLUE,DRINKS NAO ALCOOLICOS,13/11/2021,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"1,62"
GRANDE CAPPUCCINO,CAFE CLASSICOS,18/02/2023,2,"13,00","26,00",CAFE,"1,47"
LATTE MEDIO,CAFE CLASSICOS,23/07/2022,1,"10,00","10,00",BEBIDAS QUENTES,"1,92"
CHA MATE COM LIMAO GELADO,BEBIDAS,25/08/2021,1,"7,00","7,00",CHA,"0,18"
AGUA MINERAL,BEBIDAS,06/04/2022,3,"5,00","15,00",BEBIDAS,"0,85"
GRANDE ICED MOCHA,CAFE CLASSICOS,23/01/2022,1,"15,00","15,00",CAFE FRIO,"3,91"
SPACE CHAI,DRINKS NAO ALCOOLICOS,07/08/2021,1,"15,00","15,00",CHA,"2,78"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,17/12/2021,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"3,34"
GIN TONICA,DRINKS ALCOOLICOS,08/07/2022,1,"28,00","28,00",DRINKS ALCOOLICOS,"7,59"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,04/09/2022,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"0,53"
CARAMELO MACCHIATO,CAFE AUTORAIS,07/06/2022,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,13/07/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
LAVA LAMP,DRINKS NAO ALCOOLICOS,31/01/2023,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"1,51"
CHA QUENTE BANCHA,BEBIDAS,19/04/2023,1,"6,00","6,00",CHA,"0,28"
GRANDE ICED AMERICANO,CAFE CLASSICOS,07/06/2022,1,"9,00","9,00",CAFE FRIO,"1,63"
