Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
HONG KONG,CAFE AUTORAIS,29/04/2023,2,"12,00","24,00",CAFE FRIO,"2,07"
AGUA MINERAL,BEBIDAS,03/07/2021,5,"5,00","25,00",BEBIDAS,"0,85"
GREENY SMITH,CAFE AUTORAIS,13/07/2022,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"2,25"
NEGRONI,DRINKS ALCOOLICOS,02/12/2022,1,"32,00","32,00",DRINKS ALCOOLICOS,"8,57"
SUCO DE LIMAO,BEBIDAS,21/05/2021,1,"9,00","9,00",BEBIDAS,"0,15"
FRAPPE UNICORNIO,CAFE CLASSICOS,08/08/2021,6,"17,00","102,00",FRAPPE,"3,11"
CHA MATE NATURAL GELADO,BEBIDAS,21/08/2022,5,"7,00","35,00",CHA,"0,07"
BUTTERBEER,DRINKS NAO ALCOOLICOS,05/02/2023,6,"15,00","90,00",DRINKS NAO ALCOOLICOS,"1,62"
CHA PRETO NATURAL,BEBIDAS,03/12/2022,1,"8,00","8,00",CHA,"0,31"
GREENY SMITH,CAFE AUTORAIS,11/02/2022,2,"12,00","24,00",DRINKS NAO ALCOOLICOS,"2,25"
ICED MATCHA LATTE,CAFE AUTORAIS,20/01/2023,1,"12,00","12,00",CAFE FRIO,"1,59"
MARGARITA,DRINKS ALCOOLICOS,01/07/2021,2,"32,00","64,00",DRINKS ALCOOLICOS,"10,82"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,18/05/2021,4,"7,00","28,00",REFRIGERANTES,"3,19"
SUCO DE LARANJA,BEBIDAS,07/11/2021,5,"9,00","45,00",BEBIDAS,"2,61"
MOCHA,CAFE CLASSICOS,15/01/2023,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
ESPRESSO,CAFE CLASSICOS,14/01/2021,2,"5,00","10,00",CAFE,"0,81"
SUCO DE LIMAO,BEBIDAS,10/01/2023,1,"9,00","9,00",BEBIDAS,"0,15"
SHOT DE VODKA,DRINKS ALCOOLICOS,10/03/2023,1,"6,00","6,00",DRINKS ALCOOLICOS,"2,76"
FRAPPE OREO PANDA,CAFE AUTORAIS,15/11/2021,5,"17,00","85,00",FRAPPE,"5,44"
CHA QUENTE SENCHA,BEBIDAS,16/10/2022,2,"5,00","10,00",CHA,"0,13"
CHOCOLATE GELADO,CAFE CLASSICOS,09/11/2021,1,"10,00","10,00",CAFE FRIO,"3,53"
BORDA DE NUTELLA,BEBIDAS,20/09/2022,1,"3,00","3,00",EXTRA,"3,51"
SUCO DE LIMAO,BEBIDAS,09/04/2023,1,"9,00","9,00",BEBIDAS,"0,15"
CHA QUENTE SENCHA,BEBIDAS,06/08/2021,3,"5,00","15,00",CHA,"0,13"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,10/07/2022,3,"7,00","21,00",REFRIGERANTES,"2,99"
CHA QUENTE BANCHA,BEBIDAS,30/09/2022,5,"5,00","25,00",CHA,"0,28"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,30/01/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
CAIPIRINHA,DRINKS ALCOOLICOS,26/03/2022,2,"18,00","36,00",DRINKS ALCOOLICOS,"3,22"
NEGRONI,DRINKS ALCOOLICOS,22/01/2023,2,"32,00","64,00",DRINKS ALCOOLICOS,"8,57"
LATTE MEDIO,CAFE CLASSICOS,16/07/2022,1,"9,00","9,00",BEBIDAS QUENTES,"1,92"
JAIPUR,CAFE AUTORAIS,28/07/2022,2,"12,00","24,00",CHA,"0,77"
AGUA COM GAS,BEBIDAS,14/10/2022,3,"6,00","18,00",BEBIDAS,"0,97"
CHOPP,BEBIDAS CERVEJAS,27/10/2022,1,"16,00","16,00",CERVEJAS,"4,93"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,25/05/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"1,62"
CHAI LATTE,CAFE CLASSICOS,03/10/2021,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,30/09/2021,2,"7,00","14,00",REFRIGERANTES,"2,99"
AGUA COM GAS,BEBIDAS,20/08/2022,4,"6,00","24,00",BEBIDAS,"0,97"
GREENY SMITH,CAFE AUTORAIS,21/05/2022,2,"12,00","24,00",DRINKS NAO ALCOOLICOS,"2,25"
MOCHA,CAFE CLASSICOS,25/09/2021,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,06/11/2022,3,"3,00","9,00",EXTRA,"0,63"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,24/09/2021,1,"8,00","8,00",DRINKS NAO ALCOOLICOS,"1,62"
APPLE MARTINI,DRINKS ALCOOLICOS,03/11/2021,1,"25,00","25,00",DRINKS ALCOOLICOS,"2,91"
GUARANA ANTARCTICA DIET LATA 350ML,BEBIDAS REFRIGERANTES,02/03/2023,1,"8,00","8,00",REFRIGERANTES,"2,39"
ICED TWIX,CAFE CLASSICOS,30/03/2022,1,"15,00","15,00",CAFE FRIO,"3,92"
MATCHA LATTE,CAFE AUTORAIS,16/04/2023,1,"10,00","10,00",BEBIDAS QUENTES,"1,59"
AGUA MINERAL,BEBIDAS,07/09/2021,6,"5,00","30,00",BEBIDAS,"0,85"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,26/06/2021,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
LAVA LAMP,DRINKS NAO ALCOOLICOS,17/03/2023,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"1,51"
CARAMELO MACCHIATO,CAFE AUTORAIS,07/07/2022,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
ESPRESSO,CAFE CLASSICOS,05/08/2021,2,"5,00","10,00",CAFE,"0,81"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,30/08/2022,3,"3,00","9,00",EXTRA,"0,63"
IRISH COFFEE,DRINKS ALCOOLICOS,01/10/2022,2,"26,00","52,00",DRINKS ALCOOLICOS,"10,11"
CHA MATE NATURAL GELADO,BEBIDAS,29/06/2022,1,"7,00","7,00",CHA,"0,07"
DOSE DE SAQUE,DRINKS ALCOOLICOS,10/06/2022,5,"5,00","25,00",DRINKS ALCOOLICOS,"1,82"
LEITE INTEGRAL 50ML,BEBIDAS,23/10/2022,1,"3,00","3,00",EXTRA,"0,37"
FRAPPE MOCHA,CAFE CLASSICOS,20/11/2022,2,"17,00","34,00",FRAPPE,"4,41"
COCA COLA LATA DIET 350ML,BEBIDAS,16/03/2023,2,"8,00","16,00",REFRIGERANTES,"3,19"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,04/09/2022,6,"15,00","90,00",DRINKS NAO ALCOOLICOS,"3,34"
AGUA MINERAL,BEBIDAS,19/03/2022,24,"5,00","120,00",BEBIDAS,"0,85"
ZOMBIE,DRINKS ALCOOLICOS,22/08/2021,3,"22,00","66,00",DRINKS ALCOOLICOS,"3,85"
LAVA LAMP,DRINKS NAO ALCOOLICOS,26/11/2022,6,"12,00","72,00",DRINKS NAO ALCOOLICOS,"1,51"
ICED TWIX,CAFE CLASSICOS,11/01/2023,2,"18,00","36,00",CAFE FRIO,"3,92"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,13/10/2022,8,"9,00","72,00",CAFE FRIO,"2,08"
CHA MATE COM LIMAO GELADO,BEBIDAS,24/02/2022,3,"8,00","24,00",CHA,"0,18"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,09/07/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
ESPRESSO DUPLO,CAFE CLASSICOS,15/05/2021,1,"9,00","9,00",CAFE,"1,62"
SODA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,10/02/2021,1,"7,00","7,00",REFRIGERANTES,"3,21"
AMERICANO,CAFE CLASSICOS,05/02/2022,1,"5,00","5,00",CAFE,"0,81"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,22/12/2022,8,"15,00","120,00",DRINKS NAO ALCOOLICOS,"3,34"
MOCHA,CAFE CLASSICOS,13/01/2023,2,"13,00","26,00",BEBIDAS QUENTES,"2,32"
FRAPPE MATCHA,CAFE CLASSICOS,10/03/2023,1,"18,00","18,00",FRAPPE,"2,78"
GINGER COLD BREW,CAFE AUTORAIS,20/08/2021,2,"12,00","24,00",CAFE FRIO,"2,77"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,27/11/2021,13,"7,00","91,00",REFRIGERANTES,"3,19"
BUTTERBEER,DRINKS NAO ALCOOLICOS,08/07/2021,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"1,62"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,13/05/2023,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"3,34"
SPACE CHAI,DRINKS NAO ALCOOLICOS,25/04/2023,3,"15,00","45,00",CHA,"2,78"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,09/09/2021,4,"8,00","32,00",CHA,"1,92"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,31/10/2021,1,"18,00","18,00",DRINKS ALCOOLICOS,"5,61"
TACA DE VINHO,BEBIDAS VINHOS,23/05/2021,1,"15,00","15,00",VINHOS,"4,76"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,27/01/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"1,62"
AMERICANO,CAFE CLASSICOS,13/05/2023,2,"5,00","10,00",CAFE,"0,81"
SUCO DE LARANJA,BEBIDAS,05/09/2021,5,"9,00","45,00",BEBIDAS,"2,61"
GRANDE LATTE BANOFFEE,CAFE AUTORAIS,17/09/2022,2,"21,00","42,00",BEBIDAS QUENTES,"5,06"
BATIDO AVEIA BANANA E MEL,CAFE AUTORAIS,25/06/2021,1,"9,00","9,00",FRAPPE,"6,61"
MATCHA SOUR,DRINKS ALCOOLICOS,26/06/2021,1,"24,00","24,00",CHA,"4,97"
FRAPPE CARAMELO,CAFE CLASSICOS,28/08/2022,1,"17,00","17,00",FRAPPE,"2,96"
CHAI LATTE,CAFE CLASSICOS,18/05/2021,2,"12,00","24,00",BEBIDAS QUENTES,"0,98"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,28/01/2022,2,"8,00","16,00",CHA,"1,92"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,17/02/2022,1,"8,00","8,00",CHA,"1,92"
CHA QUENTE BANCHA,BEBIDAS,11/03/2022,2,"5,00","10,00",CHA,"0,28"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,06/04/2023,1,"9,00","9,00",CERVEJAS,"3,19"
APPLE MARTINI,DRINKS ALCOOLICOS,10/07/2022,3,"25,00","75,00",DRINKS ALCOOLICOS,"2,91"
CAPPUCCINO GELADO,CAFE CLASSICOS,09/05/2021,1,"10,00","10,00",CAFE FRIO,"2,49"
ESPRESSO,CAFE CLASSICOS,16/10/2022,1,"5,00","5,00",CAFE,"0,81"
SUCO DE LIMAO,BEBIDAS,12/05/2023,4,"9,00","36,00",BEBIDAS,"0,15"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,29/01/2022,8,"12,00","96,00",CERVEJAS,"5,36"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,29/07/2021,1,"7,00","7,00",REFRIGERANTES,"2,99"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,02/11/2022,17,"9,00","153,00",CERVEJAS,"3,19"
CAIPIRINHA,DRINKS ALCOOLICOS,10/12/2021,13,"18,00","234,00",DRINKS ALCOOLICOS,"3,22"
ESPRESSO,CAFE CLASSICOS,05/12/2022,3,"5,00","15,00",CAFE,"0,81"
FRAPPE MATCHA,CAFE CLASSICOS,20/05/2022,3,"15,00","45,00",FRAPPE,"2,78"
BODOJITO,DRINKS ALCOOLICOS,07/10/2022,5,"23,20","116,00",DRINKS ALCOOLICOS,"2,63"
AGUA MINERAL,BEBIDAS,17/01/2023,7,"6,00","42,00",BEBIDAS,"0,85"
MUGUICHA,BEBIDAS,14/02/2021,2,"5,00","10,00",CHA,"0,28"
APPLE MARTINI,DRINKS ALCOOLICOS,28/02/2022,3,"25,00","75,00",DRINKS ALCOOLICOS,"2,91"
AGUA MINERAL,BEBIDAS,23/04/2023,13,"6,00","78,00",BEBIDAS,"0,85"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,20/05/2022,2,"7,00","14,00",REFRIGERANTES,"3,21"
BODOJITO,DRINKS ALCOOLICOS,13/10/2022,2,"24,00","48,00",DRINKS ALCOOLICOS,"2,63"
CHANTILY EXTRA,CAFE CLASSICOS,13/04/2023,2,"0,0","0,0",EXTRA,"1,38"
FRAPPE OREO PANDA,CAFE AUTORAIS,11/02/2022,1,"17,00","17,00",FRAPPE,"5,44"
ICED MATCHA LATTE,CAFE AUTORAIS,03/03/2023,1,"12,00","12,00",CAFE FRIO,"1,59"
BUTTERBEER,DRINKS NAO ALCOOLICOS,18/12/2021,12,"15,00","180,00",DRINKS NAO ALCOOLICOS,"1,62"
ICED LATTE,CAFE CLASSICOS,12/12/2021,1,"13,00","13,00",CAFE FRIO,"1,92"
GRANDE MOCHA,CAFE CLASSICOS,07/06/2022,1,"15,00","15,00",BEBIDAS QUENTES,"3,91"
FRAPPE MATCHA,CAFE CLASSICOS,28/10/2021,1,"15,00","15,00",FRAPPE,"2,78"
AGUA COM GAS,BEBIDAS,11/09/2022,6,"6,00","36,00",BEBIDAS,"0,97"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,04/03/2023,46,"12,00","552,00",DRINKS NAO ALCOOLICOS,"1,62"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,24/04/2022,4,"9,00","36,00",CAFE FRIO,"2,08"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,24/02/2023,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"0,79"
COCADA FRESH,DRINKS NAO ALCOOLICOS,10/11/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"2,84"
CAIPIRINHA,DRINKS ALCOOLICOS,16/07/2022,6,"18,00","108,00",DRINKS ALCOOLICOS,"3,22"
LEITE DE HIPOPOTAMO,CAFE AUTORAIS,29/07/2022,2,"10,00","20,00",FRAPPE,"1,64"
SHOT DE VODKA,DRINKS ALCOOLICOS,09/04/2022,1,"6,00","6,00",DRINKS ALCOOLICOS,"2,76"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,06/01/2021,5,"15,00","75,00",DRINKS NAO ALCOOLICOS,"3,34"
BUTTERBEER,DRINKS NAO ALCOOLICOS,03/07/2021,14,"15,00","210,00",DRINKS NAO ALCOOLICOS,"1,62"
CHANTILY EXTRA,CAFE CLASSICOS,19/02/2022,1,"0,0","0,0",EXTRA,"1,38"
CHA MATE NATURAL GELADO,BEBIDAS,02/07/2021,1,"7,00","7,00",CHA,"0,07"
CHA QUENTE GENMAICHA,BEBIDAS,02/12/2022,1,"5,00","5,00",CHA,"0,21"
NEGRONI,DRINKS ALCOOLICOS,31/01/2023,2,"32,00","64,00",DRINKS ALCOOLICOS,"8,57"
CAIPIRINHA,DRINKS ALCOOLICOS,17/02/2022,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
ESPRESSO DUPLO,CAFE CLASSICOS,01/10/2022,1,"9,00","9,00",CAFE,"1,62"
FADA INSENSATA,DRINKS ALCOOLICOS,23/02/2022,2,"25,00","50,00",DRINKS ALCOOLICOS,"7,07"
SUCO DE LARANJA,BEBIDAS,16/03/2022,1,"9,00","9,00",BEBIDAS,"2,61"
BEIJO DE LINGUA,DRINKS ALCOOLICOS,15/01/2023,4,"23,00","92,00",DRINKS ALCOOLICOS,"6,61"
BUTTERBEER,DRINKS NAO ALCOOLICOS,18/08/2021,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
SMOOTHIE CHOCO BANANA,CAFE AUTORAIS,17/07/2021,2,"10,00","20,00",FRAPPE,"2,74"
GREENY SMITH,CAFE AUTORAIS,28/09/2021,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"2,25"
FRAPPE UNICORNIO,CAFE CLASSICOS,09/12/2021,5,"17,00","85,00",FRAPPE,"3,11"
CERVEJA EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,09/05/2023,3,"15,00","45,00",CERVEJAS,"5,69"
CHA MATE NATURAL GELADO,BEBIDAS,03/04/2022,2,"7,00","14,00",CHA,"0,07"
CHA QUENTE BANCHA,BEBIDAS,13/11/2021,3,"5,00","15,00",CHA,"0,28"
CHOCOWHISKEY,DRINKS ALCOOLICOS,04/02/2023,1,"39,00","39,00",DRINKS ALCOOLICOS,"7,55"
CHA MATE NATURAL GELADO,BEBIDAS,22/02/2022,2,"7,00","14,00",CHA,"0,07"
GREENY SMITH,CAFE AUTORAIS,19/05/2022,9,"12,00","108,00",DRINKS NAO ALCOOLICOS,"2,25"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,14/04/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"3,34"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,09/05/2021,1,"8,00","8,00",DRINKS NAO ALCOOLICOS,"1,62"
MUGUICHA,BEBIDAS,23/02/2022,3,"5,00","15,00",CHA,"0,28"
DESPERTA LEAO,BEBIDAS,22/01/2021,1,"12,00","12,00",CAFE,"3,3"
FRAPPE CENOURINHA,CAFE AUTORAIS,27/03/2021,1,"17,00","17,00",FRAPPE,"5,49"
BATIDO VAI FICAR TUDO BEM,DRINKS ALCOOLICOS,10/12/2021,1,"25,00","25,00",DRINKS ALCOOLICOS,"7,61"
ICED TEA,BEBIDAS,19/03/2022,15,"8,00","120,00",CHA,"0,92"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,06/08/2021,1,"7,00","7,00",REFRIGERANTES,"2,99"
SUCO DE LIMAO,BEBIDAS,07/02/2023,2,"9,00","18,00",BEBIDAS,"0,15"
ESPRESSO,CAFE CLASSICOS,07/02/2023,1,"5,00","5,00",CAFE,"0,81"
FRAPPE OREO PANDA,CAFE AUTORAIS,25/07/2021,5,"17,00","85,00",FRAPPE,"5,44"
APPLE MARTINI,DRINKS ALCOOLICOS,03/02/2023,2,"30,00","60,00",DRINKS ALCOOLICOS,"2,91"
ORANGE COFFEE,CAFE AUTORAIS,16/04/2023,1,"14,00","14,00",CAFE FRIO,"3,32"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,05/11/2021,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"1,02"
HONG KONG,CAFE AUTORAIS,10/10/2021,1,"12,00","12,00",CAFE FRIO,"2,07"
AGUA MINERAL,BEBIDAS,23/12/2022,8,"6,00","48,00",BEBIDAS,"0,85"
GRANDE ICED MOCHA,CAFE CLASSICOS,20/05/2022,1,"15,00","15,00",CAFE FRIO,"3,91"
BODOJITO,DRINKS ALCOOLICOS,19/02/2023,2,"24,00","48,00",DRINKS ALCOOLICOS,"2,63"
FRAPPE MOCHA,CAFE CLASSICOS,19/03/2023,1,"18,00","18,00",FRAPPE,"4,41"
GRANDE AMERICANO,CAFE CLASSICOS,10/08/2022,1,"9,00","9,00",CAFE,"1,63"
ICED TEA,BEBIDAS,01/04/2022,2,"8,00","16,00",CHA,"0,92"
FRAPPE MOCHA,CAFE CLASSICOS,23/02/2021,1,"15,00","15,00",FRAPPE,"4,41"
CERVEJA PRATINHA BIRUDO 355ML,BEBIDAS CERVEJAS,08/10/2021,1,"18,00","18,00",CERVEJAS,"8,51"
AGUA MINERAL,BEBIDAS,11/10/2021,6,"5,00","30,00",BEBIDAS,"0,85"
FADA INSENSATA,DRINKS ALCOOLICOS,24/02/2023,1,"32,00","32,00",DRINKS ALCOOLICOS,"7,07"
MELON FRESH,DRINKS NAO ALCOOLICOS,07/02/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
MILK TEA TRADICIONAL,CAFE CLASSICOS,11/12/2022,4,"14,00","56,00",CHA,"2,76"
CAPPUCCINO MEDIO,CAFE CLASSICOS,10/10/2021,1,"10,00","10,00",CAFE,"1,55"
CAPPUCCINO MEDIO,CAFE CLASSICOS,30/11/2022,1,"10,00","10,00",CAFE,"1,55"
CHOCOLATE GELADO,CAFE CLASSICOS,26/01/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
CHA QUENTE SENCHA,BEBIDAS,05/03/2022,1,"5,00","5,00",CHA,"0,13"
COCADA FRESH,DRINKS NAO ALCOOLICOS,04/02/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"2,84"
FRAPPE CARAMELO,CAFE CLASSICOS,16/04/2023,2,"18,00","36,00",FRAPPE,"2,96"
JAIPUR,CAFE AUTORAIS,08/01/2021,1,"12,00","12,00",CHA,"0,77"
NEGRONI,DRINKS ALCOOLICOS,09/09/2022,1,"23,00","23,00",DRINKS ALCOOLICOS,"8,57"
CHA MATE NATURAL GELADO,BEBIDAS,25/05/2022,1,"7,00","7,00",CHA,"0,07"
FRAPPE UNICORNIO,CAFE CLASSICOS,10/12/2021,1,"17,00","17,00",FRAPPE,"3,11"
CHA QUENTE SENCHA,BEBIDAS,01/12/2022,1,"5,00","5,00",CHA,"0,13"
COCA COLA LATA DIET 350ML,BEBIDAS,16/08/2022,4,"7,00","28,00",REFRIGERANTES,"3,19"
AMERICANO,CAFE CLASSICOS,02/06/2022,2,"5,00","10,00",CAFE,"0,81"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,16/11/2022,1,"7,00","7,00",REFRIGERANTES,"3,19"
GRANDE ICED MOCHA,CAFE CLASSICOS,03/06/2022,2,"15,00","30,00",CAFE FRIO,"3,91"
CHA QUENTE BANCHA,BEBIDAS,01/04/2022,3,"5,00","15,00",CHA,"0,28"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,08/04/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
GRANDE MOCHA,CAFE CLASSICOS,14/02/2023,1,"15,00","15,00",BEBIDAS QUENTES,"3,91"
AGUA TONICA,BEBIDAS,07/05/2022,2,"7,00","14,00",BEBIDAS,"2,16"
SUCO DE LIMAO,BEBIDAS,27/01/2023,7,"9,00","63,00",BEBIDAS,"0,15"
FRAPPE MATCHA,CAFE CLASSICOS,16/12/2021,2,"15,00","30,00",FRAPPE,"2,78"
CHA MATE NATURAL GELADO,BEBIDAS,17/06/2022,3,"7,00","21,00",CHA,"0,07"
CAIPIRINHA,DRINKS ALCOOLICOS,19/10/2021,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
ESSENCIA DE BAUNILHA,BEBIDAS,18/03/2023,2,"1,00","2,00",EXTRA,"0,41"
CAPPUCCINO GELADO,CAFE CLASSICOS,04/02/2022,3,"10,00","30,00",CAFE FRIO,"2,49"
AGUA MINERAL,BEBIDAS,25/08/2022,11,"5,00","55,00",BEBIDAS,"0,85"
ICED LATTE,CAFE CLASSICOS,01/05/2023,1,"13,00","13,00",CAFE FRIO,"1,92"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,01/05/2022,28,"7,00","196,00",REFRIGERANTES,"3,19"
SUCO DE ABACAXI COM HORTELA,BEBIDAS,21/08/2021,7,"9,00","63,00",BEBIDAS,"2,51"
CHANTILY EXTRA,CAFE CLASSICOS,11/06/2021,1,"0,0","0,0",EXTRA,"1,38"
ICED TEA,BEBIDAS,03/04/2022,5,"8,00","40,00",CHA,"0,92"
AGUA COM GAS,BEBIDAS,19/12/2022,3,"6,00","18,00",BEBIDAS,"0,97"
SUCO DE LIMAO,BEBIDAS,05/06/2022,5,"9,00","45,00",BEBIDAS,"0,15"
JAIPUR,CAFE AUTORAIS,27/08/2022,3,"12,00","36,00",CHA,"0,77"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,05/09/2022,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"1,62"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,20/05/2022,5,"18,00","90,00",DRINKS ALCOOLICOS,"5,61"
ICED TWIX,CAFE CLASSICOS,17/03/2022,1,"15,00","15,00",CAFE FRIO,"3,92"
ICED TWIX,CAFE CLASSICOS,14/02/2023,2,"18,00","36,00",CAFE FRIO,"3,92"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,03/10/2021,2,"8,00","16,00",CHA,"1,92"
ESPRESSO,CAFE CLASSICOS,11/11/2022,1,"5,00","5,00",CAFE,"0,81"
CAPPUCCINO GELADO,CAFE CLASSICOS,17/10/2021,1,"10,00","10,00",CAFE FRIO,"2,49"
CHOPP,BEBIDAS CERVEJAS,23/04/2023,17,"16,00","272,00",CERVEJAS,"4,93"
D10,DRINKS ALCOOLICOS,19/07/2022,7,"29,00","203,00",DRINKS ALCOOLICOS,"4,01"
BEIJO DE LINGUA,DRINKS ALCOOLICOS,05/05/2023,1,"23,00","23,00",DRINKS ALCOOLICOS,"6,61"
CAPPUCCINO GELADO,CAFE CLASSICOS,25/01/2022,3,"10,00","30,00",CAFE FRIO,"2,49"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,11/11/2021,1,"18,00","18,00",DRINKS ALCOOLICOS,"5,61"
CHAI LATTE,CAFE CLASSICOS,15/01/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
FRAPPE CARAMELO,CAFE CLASSICOS,10/07/2022,2,"17,00","34,00",FRAPPE,"2,96"
MOCHA,CAFE CLASSICOS,16/09/2021,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
ESPRESSO MOCKTINI,CAFE AUTORAIS,04/09/2021,1,"14,00","14,00",CAFE,"4,35"
LATTE MEDIO,CAFE CLASSICOS,09/09/2021,1,"9,00","9,00",BEBIDAS QUENTES,"1,92"
BUTTERBEER,DRINKS NAO ALCOOLICOS,13/05/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
JAIPUR,CAFE AUTORAIS,27/06/2021,1,"12,00","12,00",CHA,"0,77"
SUCO DE LIMAO,BEBIDAS,29/01/2022,5,"9,00","45,00",BEBIDAS,"0,15"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,26/06/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
LAVA LAMP,DRINKS NAO ALCOOLICOS,12/02/2023,7,"12,00","84,00",DRINKS NAO ALCOOLICOS,"1,51"
SPARKLE,DRINKS ALCOOLICOS,28/04/2023,2,"36,00","72,00",DRINKS ALCOOLICOS,"8,85"
SAQUE FRESH,DRINKS ALCOOLICOS,02/12/2021,4,"20,00","80,00",DRINKS ALCOOLICOS,"3,44"
CHA PRETO NATURAL SABORIZADO,BEBIDAS,27/01/2023,6,"12,00","72,00",CHA,"4,12"
FRAPPE BAUNILHA,CAFE CLASSICOS,03/09/2022,1,"17,00","17,00",FRAPPE,"3,67"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,01/02/2023,1,"9,00","9,00",CERVEJAS,"3,19"
GRANDE CAPPUCCINO,CAFE CLASSICOS,02/04/2022,3,"13,00","39,00",CAFE,"1,47"
ESPRESSO EXTRA,CAFE CLASSICOS,29/01/2022,3,"0,0","0,0",EXTRA,"0,81"
SUCO DE LARANJA,BEBIDAS,07/01/2023,5,"12,00","60,00",BEBIDAS,"2,61"
CHA PRETO NATURAL,BEBIDAS,28/11/2022,1,"8,00","8,00",CHA,"0,31"
CHA MATE COM PESSEGO GELADO,BEBIDAS,08/02/2022,5,"8,00","40,00",CHA,"1,88"
LAVA LAMP,DRINKS NAO ALCOOLICOS,14/09/2022,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"1,51"
