Loja,Produto,Categoria,Data,Quantidade,Valor Unitário Médio,Total
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,04/07/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,BEIJO DE LINGUA,DRINKS ALCOOLICOS,25/11/2022,4,"R$23,00","R$92,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,02/06/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,FRAPPE MATCHA,CAFE CLASSICOS,21/07/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,03/12/2022,16,"R$16,00","R$256,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,05/09/2021,6,"R$5,00","R$30,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,07/07/2022,12,"R$15,00","R$180,00"
Restaurante Bodogami,CHA QUENTE GENMAICHA,BEBIDAS,14/01/2022,2,"R$5,00","R$10,00"
Restaurante Bodogami,CAPPUCCINO MEDIO,CAFE CLASSICOS,11/10/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,20/06/2021,37,"R$20,00","R$740,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,04/05/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,26/11/2021,3,"R$8,00","R$24,00"
Restaurante Bodogami,SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,06/11/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,29/03/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,14/01/2022,3,"R$6,00","R$18,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,30/03/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,26/01/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,AMERICANO,CAFE CLASSICOS,01/08/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,13/02/2021,2,"R$20,00","R$40,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,24/09/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,11/03/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,17/09/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,26/04/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,16/07/2022,92,"R$30,00","R$2.760,00"
Restaurante Bodogami,SMOOTHIE CHOCO BANANA,CAFE AUTORAIS,23/02/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,22/01/2022,5,"R$7,00","R$35,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,12/10/2021,20,"R$5,00","R$100,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,25/10/2022,5,"R$15,00","R$75,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,17/04/2022,5,"R$15,00","R$75,00"
Restaurante Bodogami,CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,04/10/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,02/09/2021,5,"R$7,00","R$35,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,10/04/2022,3,"R$12,00","R$36,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,07/09/2022,3,"R$5,00","R$15,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,22/02/2023,12,"R$12,00","R$144,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,31/07/2022,4,"R$9,00","R$36,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,29/01/2023,6,"R$12,00","R$72,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,26/03/2022,22,"R$5,00","R$110,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,07/01/2023,33,"R$6,00","R$198,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,19/06/2021,5,"R$5,00","R$25,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,04/09/2021,9,"R$5,00","R$45,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,18/02/2021,3,"R$18,00","R$54,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,20/02/2023,3,"R$8,00","R$24,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,20/06/2021,3,"R$15,00","R$45,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,08/08/2021,2,"R$12,00","R$24,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,21/04/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHOCOWHISKEY,DRINKS ALCOOLICOS,26/11/2022,1,"R$39,00","R$39,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,05/10/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,31/01/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,FRAPPE SET BELO,CAFE AUTORAIS,09/01/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHA QUENTE MATCHA,BEBIDAS,04/08/2022,2,"R$5,00","R$10,00"
Restaurante Bodogami,SUCO DE ABACAXI COM HORTELA,BEBIDAS,10/09/2021,4,"R$9,00","R$36,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,12/07/2022,11,"R$7,00","R$77,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,09/05/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,04/12/2021,4,"R$8,00","R$32,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,24/02/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,30/03/2023,8,"R$8,00","R$64,00"
Restaurante Bodogami,Cerveja Budweiser Lata 350ML,BEBIDAS CERVEJAS,29/08/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,12/01/2022,3,"R$9,00","R$27,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,18/09/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,24/02/2021,1,"R$13,00","R$13,00"
Restaurante Bodogami,PEPSI LATA 350ML,BEBIDAS REFRIGERANTES,29/04/2022,13,"R$7,00","R$91,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,10/10/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,CAPPUCCINO MEDIO,CAFE CLASSICOS,07/02/2021,2,"R$10,00","R$20,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,10/01/2023,2,"R$5,00","R$10,00"
Restaurante Bodogami,CAPPUCCINO GELADO,CAFE CLASSICOS,31/07/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,26/11/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,18/05/2022,5,"R$7,00","R$35,00"
Restaurante Bodogami,GRANDE CAPPUCCINO,CAFE CLASSICOS,14/11/2021,2,"R$13,00","R$26,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,12/04/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,13/07/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,ENERGETICO,BEBIDAS REFRIGERANTES,16/07/2022,3,"R$14,00","R$42,00"
Restaurante Bodogami,COADO,CAFE CLASSICOS,23/11/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,08/02/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,GRANDE CAPPUCCINO,CAFE CLASSICOS,12/03/2022,1,"R$13,00","R$13,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,10/01/2023,4,"R$12,00","R$48,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,29/07/2022,5,"R$5,00","R$25,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,04/04/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,07/10/2022,7,"R$5,00","R$35,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,31/05/2022,20,"R$20,00","R$400,00"
Restaurante Bodogami,ICED TEA,BEBIDAS,14/12/2022,4,"R$8,00","R$32,00"
Restaurante Bodogami,ICED CARAMELO MACCHIATO,CAFE AUTORAIS,10/09/2022,5,"R$9,00","R$45,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,25/11/2021,2,"R$8,00","R$16,00"
Restaurante Bodogami,CERVEJA HEINEKEN LATA 350ML,BEBIDAS CERVEJAS,13/08/2021,9,"R$9,00","R$81,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,28/10/2021,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,07/08/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,05/03/2022,4,"R$15,00","R$60,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,08/01/2021,8,"R$6,00","R$48,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,15/02/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,10/06/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,LATTE MEDIO,CAFE CLASSICOS,15/07/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,D10,DRINKS ALCOOLICOS,12/06/2022,8,"R$29,00","R$232,00"
Restaurante Bodogami,PITAYA MARGARITA,DRINKS ALCOOLICOS,18/11/2021,1,"R$38,00","R$38,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,04/12/2021,12,"R$15,00","R$180,00"
Restaurante Bodogami,DOSE DE SAQUE,DRINKS ALCOOLICOS,02/10/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,BORDA DE NUTELLA,BEBIDAS,08/07/2022,4,"R$3,00","R$12,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,11/10/2021,6,"R$15,00","R$90,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,31/07/2022,6,"R$32,00","R$192,00"
Restaurante Bodogami,COCADA FRESH,DRINKS NAO ALCOOLICOS,22/08/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,11/03/2022,33,"R$15,00","R$495,00"
Restaurante Bodogami,MATCHA SOUR,DRINKS ALCOOLICOS,09/02/2021,1,"R$24,00","R$24,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,30/04/2023,18,"R$6,00","R$108,00"
Restaurante Bodogami,FRAPPE PACOQUINHA,CAFE AUTORAIS,17/12/2021,3,"R$18,00","R$54,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,22/06/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,12/01/2021,3,"R$6,00","R$18,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,24/08/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,14/08/2021,16,"R$5,00","R$80,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,17/04/2022,2,"R$2,00","R$4,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,18/02/2022,2,"R$25,00","R$50,00"
Restaurante Bodogami,AGUA COM GAS,BEBIDAS,23/01/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,GRANDE COADO,CAFE CLASSICOS,11/09/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,ICED TEA,BEBIDAS,29/01/2022,11,"R$8,00","R$88,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,10/05/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,17/05/2022,4,"R$9,00","R$36,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,10/03/2023,2,"R$18,00","R$36,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,04/07/2021,2,"R$12,00","R$24,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,14/05/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,12/06/2021,4,"R$5,00","R$20,00"
Restaurante Bodogami,LEITE DE HIPOPOTAMO,CAFE AUTORAIS,10/05/2022,4,"R$10,00","R$40,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,06/02/2022,4,"R$9,00","R$36,00"
Restaurante Bodogami,FRAPPE CARAMELO,CAFE CLASSICOS,12/03/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,24/02/2022,10,"R$7,00","R$70,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,19/10/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,11/10/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,04/05/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,14/09/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,29/01/2022,4,"R$21,00","R$84,00"
Restaurante Bodogami,BODOJITO,DRINKS ALCOOLICOS,28/02/2023,1,"R$24,00","R$24,00"
Restaurante Bodogami,FRAPPE MORANGO,CAFE CLASSICOS,23/03/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,29/10/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,06/03/2022,19,"R$7,00","R$133,00"
Restaurante Bodogami,CHA PRETO NATURAL,BEBIDAS,16/12/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,01/10/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,SPACE CHAI,DRINKS NAO ALCOOLICOS,12/03/2023,2,"R$15,00","R$30,00"
Restaurante Bodogami,FRAPPE MORANGO,CAFE CLASSICOS,07/05/2023,4,"R$18,00","R$72,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,04/09/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,24/01/2023,6,"R$15,00","R$90,00"
Restaurante Bodogami,CERVEJA BROOKLYN LAGER,BEBIDAS CERVEJAS,04/02/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,17/11/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,CHA QUENTE GENMAICHA,BEBIDAS,11/01/2022,1,"R$5,00","R$5,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,13/01/2022,5,"R$5,00","R$25,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,21/01/2023,3,"R$9,00","R$27,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,23/07/2021,5,"R$12,00","R$60,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,23/09/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,LUCKY PEACH,DRINKS ALCOOLICOS,19/01/2021,1,"R$26,00","R$26,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,08/10/2021,2,"R$8,00","R$16,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,18/12/2021,17,"R$18,00","R$306,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,21/01/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,14/01/2022,3,"R$5,00","R$15,00"
Restaurante Bodogami,GRANDE ICED MOCHA,CAFE CLASSICOS,18/10/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,29/10/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,15/07/2021,1,"R$22,00","R$22,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,09/02/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,13/11/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,15/09/2021,2,"R$15,00","R$30,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,16/01/2021,2,"R$6,00","R$12,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,16/02/2023,2,"R$9,00","R$18,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,05/03/2022,18,"R$9,00","R$162,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,20/12/2022,2,"R$8,00","R$16,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,13/01/2023,8,"R$12,00","R$96,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,07/02/2021,5,"R$8,00","R$40,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,12/02/2021,9,"R$5,00","R$45,00"
Restaurante Bodogami,CAPPUCCINO MEDIO,CAFE CLASSICOS,22/05/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,15/12/2022,82,"R$20,00","R$1.640,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,20/07/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,22/05/2022,11,"R$9,00","R$99,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,08/07/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,MUGUICHA,BEBIDAS,11/02/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,11/03/2022,1,"R$6,00","R$6,00"
Restaurante Bodogami,BUBBLE COFFEE,CAFE AUTORAIS,13/08/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,CERVEJA AMSTEL,BEBIDAS CORTESIA,13/07/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,09/06/2022,4,"R$8,00","R$32,00"
Restaurante Bodogami,BORDA DE NUTELLA,BEBIDAS,21/02/2023,2,"R$5,00","R$10,00"
Restaurante Bodogami,CHA QUENTE GENMAICHA,BEBIDAS,04/11/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,10/12/2022,28,"R$6,00","R$168,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,14/05/2023,17,"R$8,00","R$136,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,20/01/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,22/07/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,29/04/2023,2,"R$12,00","R$24,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,03/07/2021,5,"R$5,00","R$25,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,13/07/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,02/12/2022,1,"R$32,00","R$32,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,21/05/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,FRAPPE UNICORNIO,CAFE CLASSICOS,08/08/2021,6,"R$17,00","R$102,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,21/08/2022,5,"R$7,00","R$35,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,05/02/2023,6,"R$15,00","R$90,00"
Restaurante Bodogami,CHA PRETO NATURAL,BEBIDAS,03/12/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,11/02/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,20/01/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,MARGARITA,DRINKS ALCOOLICOS,01/07/2021,2,"R$32,00","R$64,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,18/05/2021,4,"R$7,00","R$28,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,07/11/2021,5,"R$9,00","R$45,00"
Restaurante Bodogami,MOCHA,CAFE CLASSICOS,15/01/2023,1,"R$13,00","R$13,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,14/01/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,10/01/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,SHOT DE VODKA,DRINKS ALCOOLICOS,10/03/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,15/11/2021,5,"R$17,00","R$85,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,16/10/2022,2,"R$5,00","R$10,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,09/11/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,BORDA DE NUTELLA,BEBIDAS,20/09/2022,1,"R$3,00","R$3,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,09/04/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,06/08/2021,3,"R$5,00","R$15,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,10/07/2022,3,"R$7,00","R$21,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,30/09/2022,5,"R$5,00","R$25,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,30/01/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,26/03/2022,2,"R$18,00","R$36,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,22/01/2023,2,"R$32,00","R$64,00"
Restaurante Bodogami,LATTE MEDIO,CAFE CLASSICOS,16/07/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,28/07/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,14/10/2022,3,"R$6,00","R$18,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,27/10/2022,1,"R$16,00","R$16,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,25/05/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,03/10/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,30/09/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,20/08/2022,4,"R$6,00","R$24,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,21/05/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,MOCHA,CAFE CLASSICOS,25/09/2021,1,"R$13,00","R$13,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,06/11/2022,3,"R$3,00","R$9,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,24/09/2021,1,"R$8,00","R$8,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,03/11/2021,1,"R$25,00","R$25,00"
Restaurante Bodogami,GUARANA ANTARCTICA DIET LATA 350ML,BEBIDAS REFRIGERANTES,02/03/2023,1,"R$8,00","R$8,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,30/03/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,MATCHA LATTE,CAFE AUTORAIS,16/04/2023,1,"R$10,00","R$10,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,07/09/2021,6,"R$5,00","R$30,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,26/06/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,17/03/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,07/07/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,28/06/2022,29,"R$20,00","R$580,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,05/08/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,30/08/2022,3,"R$3,00","R$9,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,01/10/2022,2,"R$26,00","R$52,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,29/06/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,DOSE DE SAQUE,DRINKS ALCOOLICOS,10/06/2022,5,"R$5,00","R$25,00"
Restaurante Bodogami,LEITE INTEGRAL 50ML,BEBIDAS,23/10/2022,1,"R$3,00","R$3,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,20/11/2022,2,"R$17,00","R$34,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,16/03/2023,2,"R$8,00","R$16,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,04/09/2022,6,"R$15,00","R$90,00"
