Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
KATSU DONBURI,ALMOCO,18/12/2022,9,"34,00","306,00",DONBURI,"5,53"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,15/11/2021,4,"32,00","128,00",PARA COMPARTILHAR,"6,67"
CHICKEN KATSU DONBURI,ALMOCO,11/01/2022,3,"32,00","96,00",DONBURI,"5,24"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,26/03/2023,7,"34,00","238,00",PARA COMPARTILHAR,"6,67"
YAKISOBA VEGETARIANO,ALMOCO,17/01/2021,1,"25,00","25,00",LAMEN,"6,68"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,27/03/2021,3,"15,00","45,00",PARA COMPARTILHAR,"3,31"
MAIONESE EXTRA,ALMOCO,02/11/2022,2,"5,00","10,00",ADICIONAIS,"0,48"
PANNACOTA DE MATCHA,SOBREMESA,06/08/2021,3,"14,00","42,00",SOBREMESA,"0,99"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,19/04/2022,1,"20,00","20,00",PARA COMPARTILHAR,"3,31"
VEGAN BENTO,ALMOCO,12/02/2022,2,"30,00","60,00",BENTO,"6,02"
BAURU,ALL DAY,24/11/2022,1,"22,00","22,00",LANCHES,"6,98"
COMBO MINIBURG FRITAS CHA,ALL DAY,10/02/2023,1,"35,00","35,00",ESPECIAL/COMBO,"10,68"
VEG BURGUER DONBURI,ALMOCO,14/09/2022,1,"34,00","34,00",DONBURI,"5,03"
FRANGO TERIYAKI DONBURI,ALMOCO,08/09/2021,1,"30,00","30,00",DONBURI,"6,08"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,15/01/2023,2,"14,00","28,00",PARA COMPARTILHAR,"3,46"
CREPE FLORESTA NEGRA,SOBREMESA,10/11/2021,1,"15,00","15,00",SOBREMESA,"4,71"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,08/07/2021,1,"28,00","28,00",PARA COMPARTILHAR,"6,67"
GOHAN EXTRA,ALMOCO,13/11/2022,6,"5,00","30,00",ADICIONAIS,"0,8"
CHICKENKATSU BENTO,ALMOCO,23/04/2021,2,"28,00","56,00",BENTO,"5,24"
QUEIJO QUENTE,ALL DAY,18/04/2023,1,"20,00","20,00",LANCHES,"4,05"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,11/10/2022,4,"33,00","132,00",PARA COMPARTILHAR,"5,47"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,02/08/2022,2,"34,00","68,00",PARA COMPARTILHAR,"6,51"
DANGO,SOBREMESA,20/02/2022,8,"9,00","72,00",SOBREMESA,"1,56"
KATSU DONBURI,ALMOCO,02/07/2022,5,"32,00","160,00",DONBURI,"5,53"
VEG BURGUER DONBURI,ALMOCO,25/09/2022,3,"34,00","102,00",DONBURI,"5,03"
KATSU SANDO,ALL DAY,20/03/2021,1,"26,00","26,00",LANCHES,"5,5"
COMBO MINIBURG FRITAS CHA,ALL DAY,05/02/2022,1,"30,00","30,00",ESPECIAL/COMBO,"10,68"
CHICKENKATSU SANDO,ALL DAY,03/07/2022,3,"30,00","90,00",LANCHES,"5,29"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,09/06/2021,2,"15,00","30,00",PARA COMPARTILHAR,"3,31"
MAIONESE GOSHUJANG,ALMOCO,20/04/2023,1,"5,00","5,00",ADICIONAIS,"1,2"
QUEIJO QUENTE,ALL DAY,20/11/2021,4,"13,00","52,00",LANCHES,"4,05"
GELATINA DE CAFE,SOBREMESA,12/01/2021,2,"16,00","32,00",SOBREMESA,"3,08"
MISTO QUENTE,ALL DAY,16/09/2022,2,"20,00","40,00",LANCHES,"6,29"
CREPE FLORESTA NEGRA,SOBREMESA,15/10/2021,3,"15,00","45,00",SOBREMESA,"4,71"
MAIONESE EXTRA,ALMOCO,14/01/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
QUEIJO QUENTE,ALL DAY,12/01/2021,1,"13,00","13,00",LANCHES,"4,05"
VEGGIE SANDO,ALL DAY,06/03/2022,5,"25,00","125,00",LANCHES,"6,21"
CHICKENKATSU SANDO,ALL DAY,12/11/2022,3,"32,00","96,00",LANCHES,"5,29"
TOAST COGUMELOS,ALL DAY,20/04/2022,8,"19,00","152,00",LANCHES,"2,71"
FRANGO TERIYAKI DONBURI,ALMOCO,18/03/2023,3,"34,00","102,00",DONBURI,"6,08"
CHICKENKATSU SANDO,ALL DAY,25/09/2022,8,"32,00","256,00",LANCHES,"5,29"
MISTO QUENTE,ALL DAY,21/04/2022,3,"16,00","48,00",LANCHES,"6,29"
KATSU DONBURI,ALMOCO,22/07/2021,2,"28,00","56,00",DONBURI,"5,53"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,12/03/2022,3,"30,00","90,00",PARA COMPARTILHAR,"5,65"
GELATINA DE CAFE,SOBREMESA,26/06/2022,1,"16,00","16,00",SOBREMESA,"3,08"
TOAST AVOCADO,ALL DAY,16/02/2022,1,"19,00","19,00",LANCHES,"6,33"
KATSU DONBURI,ALMOCO,07/09/2022,4,"34,00","136,00",DONBURI,"5,53"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,13/08/2021,1,"23,00","23,00",PARA COMPARTILHAR,"7,49"
QUEIJO EXTRA,ALL DAY,27/11/2022,2,"2,00","4,00",ADICIONAIS,"1,17"
TOAST COGUMELOS,ALL DAY,01/04/2022,1,"19,00","19,00",LANCHES,"2,71"
TOAST COGUMELOS,ALL DAY,02/12/2021,1,"19,00","19,00",LANCHES,"2,71"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,27/05/2022,11,"32,00","352,00",PARA COMPARTILHAR,"7,49"
FRANGO TERIYAKI DONBURI,ALMOCO,18/12/2021,7,"32,00","224,00",DONBURI,"6,08"
MISTO QUENTE,ALL DAY,11/02/2023,1,"20,00","20,00",LANCHES,"6,29"
FRANGO TERIYAKI BENTO,ALMOCO,17/07/2022,1,"30,00","30,00",BENTO,"6,8"
TOAST TERIYAKI,ALL DAY,24/03/2022,1,"19,00","19,00",LANCHES,"3,44"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,10/06/2021,2,"12,00","24,00",SOBREMESA,"2,17"
MAIONESE EXTRA,ALMOCO,21/10/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,05/09/2021,4,"12,00","48,00",SOBREMESA,"2,17"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,09/08/2022,9,"32,00","288,00",PARA COMPARTILHAR,"7,31"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,20/05/2021,1,"15,00","15,00",PARA COMPARTILHAR,"4,11"
VEGAN DONBURI,ALMOCO,26/07/2022,2,"32,00","64,00",DONBURI,"6,02"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,25/08/2022,1,"20,00","20,00",PARA COMPARTILHAR,"3,31"
TOAST COGUMELOS,ALL DAY,25/08/2022,1,"19,00","19,00",LANCHES,"2,71"
STICKS DE PEIXE KING OF TOKYO,PARA COMPARTILHAR,16/02/2021,2,"34,00","68,00",PARA COMPARTILHAR,"9,64"
CHEESECAKE DE MANGA,SOBREMESA,23/10/2021,3,"16,00","48,00",SOBREMESA,"3,29"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,22/12/2022,9,"33,00","297,00",PARA COMPARTILHAR,"5,47"
PEPINO EXTRA,ADICIONAIS,16/12/2022,3,"1,00","3,00",ADICIONAIS,"0,3"
COMBO MINIBURG FRITAS CHA,ALL DAY,01/06/2022,2,"30,00","60,00",ESPECIAL/COMBO,"10,68"
FRANGO TERIYAKI DONBURI,ALMOCO,27/11/2021,8,"32,00","256,00",DONBURI,"6,08"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,24/07/2022,5,"12,00","60,00",SOBREMESA,"2,17"
DONBURI IFOOD,ALMOCO,15/10/2022,2,"34,00","68,00",DONBURI,"6,2"
MAIONESE DE PAPRICA,ALMOCO,19/12/2022,5,"5,00","25,00",ADICIONAIS,"1,2"
TOAST COGUMELOS,ALL DAY,12/01/2023,1,"19,00","19,00",LANCHES,"2,71"
FRANGO TERIYAKI BENTO,ALMOCO,21/11/2021,2,"30,00","60,00",BENTO,"6,8"
COGUMELOS BENTO,ALMOCO,27/01/2022,2,"30,00","60,00",BENTO,"5,26"
CHICKENKATSU KARE,ALMOCO,21/08/2021,7,"32,00","224,00",KARE,"4,34"
PAO COM MANTEIGA,ALL DAY,24/04/2022,1,"6,00","6,00",LANCHES,"0,86"
KARAAGUE BENTO,ALMOCO,23/10/2021,1,"28,00","28,00",BENTO,"6,54"
MISTO QUENTE,ALL DAY,14/09/2022,1,"20,00","20,00",LANCHES,"6,29"
VEGAN BENTO,ALMOCO,12/03/2022,1,"30,00","30,00",BENTO,"6,02"
VEGAN BENTO,ALMOCO,12/05/2023,1,"30,00","30,00",BENTO,"6,02"
DANGO,SOBREMESA,19/06/2021,6,"9,00","54,00",SOBREMESA,"1,56"
SHOYU LAMEN,ALMOCO,09/03/2023,2,"44,00","88,00",LAMEN,"6,18"
TOAST AVOCADO,ALL DAY,07/03/2023,1,"19,00","19,00",LANCHES,"6,33"
CHICKENKATSU SANDO,ALL DAY,13/02/2022,2,"28,00","56,00",LANCHES,"5,29"
PAO COM REQUEIJAO,ALL DAY,23/01/2023,1,"12,00","12,00",LANCHES,"4,01"
DUO ONIGUIRI COGUMELOS,PARA COMPARTILHAR,15/01/2023,2,"14,00","28,00",PARA COMPARTILHAR,"2,85"
CHICKENKATSU BENTO,ALMOCO,21/04/2023,1,"32,00","32,00",BENTO,"5,24"
CHICKEN KATSU DONBURI,ALMOCO,25/06/2021,1,"28,00","28,00",DONBURI,"5,24"
SHOYU LAMEN VEGAN,ALMOCO,02/12/2022,3,"44,00","132,00",LAMEN,"6,18"
PANNACOTA DE MATCHA,SOBREMESA,10/11/2021,1,"14,00","14,00",SOBREMESA,"0,99"
MISTO QUENTE,ALL DAY,05/03/2023,3,"20,00","60,00",LANCHES,"6,29"
CREPE RED7,SOBREMESA,03/04/2022,2,"26,00","52,00",SOBREMESA,"7,94"
TEMPURA,PARA COMPARTILHAR,28/01/2023,1,"30,00","30,00",PARA COMPARTILHAR,"5,79"
TOAST COGUMELOS,ALL DAY,29/10/2021,2,"19,00","38,00",LANCHES,"2,71"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,11/12/2022,5,"32,00","160,00",PARA COMPARTILHAR,"6,91"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,20/08/2021,6,"15,00","90,00",PARA COMPARTILHAR,"4,11"
CHICKENKATSU BENTO,ALMOCO,12/09/2021,5,"28,00","140,00",BENTO,"5,24"
SHOYU LAMEN,ALMOCO,10/11/2022,1,"44,00","44,00",LAMEN,"6,18"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,04/06/2021,8,"28,00","224,00",PARA COMPARTILHAR,"5,47"
QUEIJO EXTRA,ALL DAY,03/06/2022,2,"2,00","4,00",ADICIONAIS,"1,17"
CHICKEN KATSU DONBURI,ALMOCO,11/03/2022,4,"32,00","128,00",DONBURI,"5,24"
DANGO,SOBREMESA,08/03/2022,1,"9,00","9,00",SOBREMESA,"1,56"
PAO COM MANTEIGA,ALL DAY,28/11/2022,1,"6,00","6,00",LANCHES,"0,86"
COGUMELOS BENTO,ALMOCO,03/08/2022,1,"30,00","30,00",BENTO,"5,26"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,10/04/2021,1,"15,00","15,00",PARA COMPARTILHAR,"4,11"
CREPE ROMEO E JULIETA,SOBREMESA,22/08/2021,2,"15,00","30,00",SOBREMESA,"2,01"
CHICKENKATSU KARE,ALMOCO,03/08/2021,3,"32,00","96,00",KARE,"4,34"
FRANGO TERIYAKI BENTO,ALMOCO,22/09/2021,1,"28,00","28,00",BENTO,"6,8"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,14/10/2022,1,"15,00","15,00",ESPECIAL/COMBO,"4,82"
VEG BURGUER DONBURI,ALMOCO,15/04/2022,5,"32,00","160,00",DONBURI,"5,03"
CHICKENKATSU SANDO,ALL DAY,03/07/2021,3,"24,00","72,00",LANCHES,"5,29"
CHICKEN KATSU DONBURI,ALMOCO,12/11/2022,5,"34,00","170,00",DONBURI,"5,24"
KARAAGUE BENTO,ALMOCO,12/02/2022,1,"30,00","30,00",BENTO,"6,54"
KATSU DONBURI,ALMOCO,29/04/2023,8,"34,00","272,00",DONBURI,"5,53"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,09/06/2022,2,"32,00","64,00",PARA COMPARTILHAR,"7,31"
TAMAGO SANDO,ALL DAY,21/06/2022,2,"20,00","40,00",LANCHES,"4,96"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,17/01/2023,1,"33,00","33,00",PARA COMPARTILHAR,"5,47"
PAO COM MANTEIGA,ALL DAY,30/10/2021,1,"6,00","6,00",LANCHES,"0,86"
WANPAKU SANDO,ALL DAY,07/07/2021,2,"22,00","44,00",LANCHES,"6,87"
KATSU DONBURI,ALMOCO,04/02/2022,1,"32,00","32,00",DONBURI,"5,53"
SHOYU LAMEN,ALMOCO,04/11/2022,2,"44,00","88,00",LAMEN,"6,18"
MISTO QUENTE,ALL DAY,22/03/2023,1,"20,00","20,00",LANCHES,"6,29"
OVO COZIDO EXTRA,ADICIONAIS,25/01/2023,2,"4,00","8,00",ADICIONAIS,"0,55"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,29/09/2022,2,"14,00","28,00",PARA COMPARTILHAR,"3,46"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,26/08/2022,8,"34,00","272,00",PARA COMPARTILHAR,"6,51"
TEMPURA,PARA COMPARTILHAR,29/10/2022,3,"24,00","72,00",PARA COMPARTILHAR,"5,79"
MITARASHI DANGO,SOBREMESA,28/05/2021,1,"9,00","9,00",SOBREMESA,"2,0"
TOAST AVOCADO,ALL DAY,08/03/2023,1,"19,00","19,00",LANCHES,"6,33"
KATSU DONBURI,ALMOCO,05/05/2023,6,"34,00","204,00",DONBURI,"5,53"
CHICKENKATSU BENTO,ALMOCO,23/07/2022,2,"30,00","60,00",BENTO,"5,24"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,10/06/2022,5,"33,00","165,00",PARA COMPARTILHAR,"5,47"
WANPAKU SANDO,ALL DAY,03/10/2021,2,"24,00","48,00",LANCHES,"6,87"
DANGO,SOBREMESA,27/03/2021,8,"9,00","72,00",SOBREMESA,"1,56"
GOHAN EXTRA,ALMOCO,17/12/2022,1,"5,00","5,00",ADICIONAIS,"0,8"
MOTI BRANCO COM UVA,SOBREMESA,12/05/2022,1,"15,00","15,00",SOBREMESA,"6,06"
PAO COM MANTEIGA,ALL DAY,11/10/2022,1,"6,00","6,00",LANCHES,"0,86"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,23/07/2021,7,"25,00","175,00",PARA COMPARTILHAR,"7,31"
COGUMELOS DONBURI,ALMOCO,14/03/2023,2,"34,00","68,00",DONBURI,"5,26"
COMBO BENTO CHA,ALL DAY,01/04/2022,1,"32,00","32,00",ESPECIAL/COMBO,"6,67"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,14/11/2021,9,"32,00","288,00",PARA COMPARTILHAR,"6,67"
CHICKEN KATSU DONBURI,ALMOCO,11/05/2022,2,"32,00","64,00",DONBURI,"5,24"
COMBO SANDO FRITAS CHA,ALL DAY,05/06/2022,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
PAO COM MANTEIGA,ALL DAY,11/02/2022,4,"6,00","24,00",LANCHES,"0,86"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,10/02/2021,1,"28,00","28,00",PARA COMPARTILHAR,"5,47"
GOHAN EXTRA,ALMOCO,19/11/2021,2,"5,00","10,00",ADICIONAIS,"0,8"
COMBO MINIBURG FRITAS CHA,ALL DAY,09/10/2022,1,"35,00","35,00",ESPECIAL/COMBO,"10,68"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,04/02/2022,1,"30,00","30,00",PARA COMPARTILHAR,"5,65"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,08/10/2021,6,"32,00","192,00",PARA COMPARTILHAR,"6,67"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,11/10/2022,3,"32,00","96,00",PARA COMPARTILHAR,"7,31"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,10/09/2022,12,"34,00","408,00",PARA COMPARTILHAR,"6,51"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,21/01/2021,2,"23,00","46,00",PARA COMPARTILHAR,"7,49"
PANNACOTA DE MATCHA,SOBREMESA,18/01/2022,1,"14,00","14,00",SOBREMESA,"0,99"
CREPE RED7,SOBREMESA,14/04/2022,3,"26,00","78,00",SOBREMESA,"7,94"
VEGAN DONBURI,ALMOCO,22/01/2022,1,"32,00","32,00",DONBURI,"6,02"
COMBO SANDO FRITAS CHA,ALL DAY,14/12/2021,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
VEGAN DONBURI,ALMOCO,12/01/2022,1,"32,00","32,00",DONBURI,"6,02"
OVO COZIDO EXTRA,ADICIONAIS,29/07/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
CREPE RED7,SOBREMESA,30/11/2021,1,"26,00","26,00",SOBREMESA,"7,94"
WANPAKU SANDO,ALL DAY,14/04/2021,3,"22,00","66,00",LANCHES,"6,87"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,26/11/2022,3,"16,00","48,00",PARA COMPARTILHAR,"3,25"
MAIONESE EXTRA,ALMOCO,06/04/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
CHICKENKATSU SANDO,ALL DAY,21/03/2023,2,"32,00","64,00",LANCHES,"5,29"
OVO COZIDO EXTRA,ALMOCO,25/02/2023,5,"4,00","20,00",ADICIONAIS,"0,55"
OVO COZIDO EXTRA,ALMOCO,20/06/2021,1,"4,00","4,00",ADICIONAIS,"0,55"
VEG BURGUER DONBURI,ALMOCO,12/10/2021,3,"30,00","90,00",DONBURI,"5,03"
COMBO MINIBURG FRITAS CHA,ALL DAY,07/09/2022,2,"30,00","60,00",ESPECIAL/COMBO,"10,68"
COGUMELOS DONBURI,ALMOCO,22/03/2023,2,"34,00","68,00",DONBURI,"5,26"
GELATINA DE CAFE,SOBREMESA,15/10/2022,2,"16,00","32,00",SOBREMESA,"3,08"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,09/04/2022,4,"20,00","80,00",PARA COMPARTILHAR,"3,31"
VEGGIE SANDO,ALL DAY,23/10/2022,1,"30,00","30,00",LANCHES,"6,21"
CHICKENKATSU KARE,ALMOCO,21/02/2023,9,"32,00","288,00",KARE,"4,34"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,18/05/2022,1,"10,00","10,00",ESPECIAL/COMBO,"4,82"
TONKATSU BENTO,ALMOCO,03/04/2022,2,"30,00","60,00",BENTO,"5,53"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,23/12/2022,4,"14,00","56,00",PARA COMPARTILHAR,"3,46"
BURGUER DONBURI,ALMOCO,13/07/2021,1,"28,00","28,00",DONBURI,"8,84"
BODOCAKE,SOBREMESA,25/04/2023,1,"32,00","32,00",SOBREMESA,"5,96"
KATSU SANDO,ALL DAY,30/08/2022,4,"30,00","120,00",LANCHES,"5,5"
MISTO QUENTE,ALL DAY,14/08/2021,1,"13,00","13,00",LANCHES,"6,29"
TAMAGO SANDO,ALL DAY,20/01/2021,1,"17,00","17,00",LANCHES,"4,96"
MAIONESE DE MATCHA,ALMOCO,21/10/2022,1,"5,00","5,00",ADICIONAIS,"0,74"
PAO COM REQUEIJAO,ALL DAY,20/02/2022,2,"9,00","18,00",LANCHES,"4,01"
DUO ONIGUIRI COGUMELOS,PARA COMPARTILHAR,13/05/2023,6,"14,00","84,00",PARA COMPARTILHAR,"2,85"
MISTO QUENTE,ALL DAY,19/02/2022,5,"13,00","65,00",LANCHES,"6,29"
TOAST TERIYAKI,ALL DAY,12/03/2023,2,"19,00","38,00",LANCHES,"3,44"
VEG BURGUER KARE,ALMOCO,12/04/2023,1,"32,00","32,00",KARE,"4,48"
TOAST COGUMELOS,ALL DAY,11/02/2023,1,"19,00","19,00",LANCHES,"2,71"
FRANGO TERIYAKI BENTO,ALMOCO,16/02/2022,4,"30,00","120,00",BENTO,"6,8"
TOAST COGUMELOS,ALL DAY,02/02/2023,1,"19,00","19,00",LANCHES,"2,71"
BURGUER BENTO,ALMOCO,24/07/2022,1,"30,00","30,00",BENTO,"8,84"
FRANGO TERIYAKI DONBURI,ALMOCO,25/01/2023,3,"34,00","102,00",DONBURI,"6,08"
QUEIJO QUENTE,ALL DAY,14/08/2022,2,"16,00","32,00",LANCHES,"4,05"
OVO COZIDO EXTRA,ALMOCO,31/07/2022,8,"4,00","32,00",ADICIONAIS,"0,55"
VEGAN BENTO,ALMOCO,22/01/2022,1,"30,00","30,00",BENTO,"6,02"
QUEIJO EXTRA,ALL DAY,01/12/2021,1,"2,00","2,00",ADICIONAIS,"1,17"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,26/04/2022,4,"20,00","80,00",PARA COMPARTILHAR,"4,11"
CHICKEN KATSU DONBURI,ALMOCO,12/10/2022,6,"34,00","204,00",DONBURI,"5,24"
CREPE OUTONO,SOBREMESA,06/06/2021,3,"15,00","45,00",SOBREMESA,"4,0"
PAO COM REQUEIJAO,ALL DAY,02/10/2021,1,"7,00","7,00",LANCHES,"4,01"
TOAST COGUMELOS,ALL DAY,28/07/2021,1,"19,00","19,00",LANCHES,"2,71"
TAMAGO SANDO,ALL DAY,18/09/2021,3,"17,00","51,00",LANCHES,"4,96"
CHICKENKATSU BENTO,ALMOCO,13/05/2023,1,"32,00","32,00",BENTO,"5,24"
QUEIJO QUENTE,ALL DAY,26/06/2022,2,"16,00","32,00",LANCHES,"4,05"
GELATINA DE CAFE,SOBREMESA,11/11/2022,4,"16,00","64,00",SOBREMESA,"3,08"
DONBURI IFOOD,ALMOCO,15/06/2021,2,"34,00","68,00",DONBURI,"6,2"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,18/04/2023,2,"32,00","64,00",PARA COMPARTILHAR,"7,49"
MITARASHI DANGO,SOBREMESA,13/08/2021,1,"9,00","9,00",SOBREMESA,"2,0"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,12/03/2023,7,"34,00","238,00",PARA COMPARTILHAR,"6,91"
TOAST COGUMELOS,ALL DAY,23/02/2022,4,"19,00","76,00",LANCHES,"2,71"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,12/11/2021,14,"28,00","392,00",PARA COMPARTILHAR,"5,47"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,19/01/2023,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,21/02/2023,16,"32,00","512,00",PARA COMPARTILHAR,"7,31"
SHOYU LAMEN,ALMOCO,22/04/2023,11,"44,00","484,00",LAMEN,"6,18"
TANTANMEN LAMEN VEGAN,ALMOCO,15/01/2023,1,"44,00","44,00",LAMEN,"7,13"
JOGO AVULSO POCKET,ALMOCO,01/12/2022,2,"10,00","20,00",ESPECIAL/COMBO,"0,0"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,18/09/2022,10,"34,00","340,00",PARA COMPARTILHAR,"6,67"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,04/05/2021,1,"12,00","12,00",SOBREMESA,"2,17"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,01/04/2022,3,"20,00","60,00",PARA COMPARTILHAR,"4,11"
KARAAGUE KARE,ALMOCO,06/09/2022,2,"32,00","64,00",KARE,"4,97"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,07/10/2022,6,"33,00","198,00",PARA COMPARTILHAR,"5,47"
KATSU SANDO,ALL DAY,10/01/2023,3,"32,00","96,00",LANCHES,"5,5"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,21/10/2021,2,"32,00","64,00",PARA COMPARTILHAR,"6,67"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,04/12/2022,6,"14,00","84,00",PARA COMPARTILHAR,"3,46"
TOAST TERIYAKI,ALL DAY,01/03/2023,1,"19,00","19,00",LANCHES,"3,44"
BAURU,ALL DAY,08/01/2022,3,"13,00","39,00",LANCHES,"6,98"
MAIONESE EXTRA,ALMOCO,12/12/2022,3,"5,00","15,00",ADICIONAIS,"0,48"
CHICKEN KATSU DONBURI,ALMOCO,14/11/2021,10,"32,00","320,00",DONBURI,"5,24"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,17/11/2022,2,"32,00","64,00",PARA COMPARTILHAR,"6,91"
CREPE JOHN LEMON,SOBREMESA,06/09/2022,1,"17,00","17,00",SOBREMESA,"4,87"
DUO ONIGUIRI COGUMELOS,PARA COMPARTILHAR,30/03/2023,4,"14,00","56,00",PARA COMPARTILHAR,"2,85"
TOAST TERIYAKI,ALL DAY,17/05/2022,1,"19,00","19,00",LANCHES,"3,44"
WANPAKU SANDO,ALL DAY,24/10/2021,4,"24,00","96,00",LANCHES,"6,87"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,21/12/2021,1,"28,00","28,00",PARA COMPARTILHAR,"7,31"
BODOCAKE,SOBREMESA,14/04/2023,9,"32,00","288,00",SOBREMESA,"5,96"
COMBO SANDO FRITAS CHA,ALL DAY,19/10/2021,3,"28,00","84,00",ESPECIAL/COMBO,"10,97"
PAO COM MANTEIGA,ALL DAY,10/08/2022,1,"6,00","6,00",LANCHES,"0,86"
PEPINO EXTRA,ADICIONAIS,15/06/2022,1,"1,00","1,00",ADICIONAIS,"0,3"
CHEESECAKE DE MANGA,SOBREMESA,17/01/2021,3,"16,00","48,00",SOBREMESA,"3,29"
COMBO SANDO FRITAS CHA,ALL DAY,16/06/2022,2,"28,00","56,00",ESPECIAL/COMBO,"10,97"
DANGO,SOBREMESA,25/04/2021,13,"9,00","117,00",SOBREMESA,"1,56"
GOHAN EXTRA,ALMOCO,19/02/2021,1,"5,00","5,00",ADICIONAIS,"0,8"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,08/05/2022,1,"32,00","32,00",PARA COMPARTILHAR,"6,67"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,16/07/2022,2,"30,00","60,00",PARA COMPARTILHAR,"5,58"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,14/04/2023,6,"32,00","192,00",PARA COMPARTILHAR,"5,65"
SHOYU LAMEN,ALMOCO,27/01/2023,6,"44,00","264,00",LAMEN,"6,18"
BURGUER BENTO,ALMOCO,27/03/2022,1,"30,00","30,00",BENTO,"8,84"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,19/02/2022,9,"28,00","252,00",PARA COMPARTILHAR,"7,49"
TOAST COGUMELOS,ALL DAY,16/07/2022,2,"19,00","38,00",LANCHES,"2,71"
SALADA DE FOLHAS REFRESCANTES,SALADAS,29/01/2023,1,"25,00","25,00",SALADAS,"4,25"
QUEIJO EXTRA,ALL DAY,01/05/2023,2,"2,00","4,00",ADICIONAIS,"1,17"
CHICKEN KATSU DONBURI,ALMOCO,30/04/2023,20,"34,00","680,00",DONBURI,"5,24"
DANGO,SOBREMESA,07/05/2022,7,"9,00","63,00",SOBREMESA,"1,56"
